Date,Open,High,Low,Close
2022-03-11,16594.9,16752.07329042265,16523.20633236431,16630.45
2022-03-14,16630.45,16981.77840565201,16554.038271677957,16871.3
2022-03-15,16871.3,16976.331690436342,16585.793529610724,16663.0
2022-03-16,16663.0,17082.870353892617,16567.106837443407,16975.35
2022-03-17,16975.35,17363.340352431882,16882.20436212979,17287.05
2022-03-21,17287.05,17356.275531418938,17018.244853188153,17117.6
2022-03-22,17117.6,17435.538361291055,17001.874517754695,17315.5
2022-03-23,17315.5,17435.126779563714,17125.74582197262,17245.65
2022-03-24,17245.65,17370.611470739022,17112.154296417953,17222.75
2022-03-25,17222.75,17351.640165108805,17020.048251442397,17153.0
2022-03-28,17153.0,17312.648297241823,17109.908791382426,17222.0
2022-03-29,17222.0,17415.538673457926,17161.424570921965,17325.3
2022-03-30,17325.3,17618.47090424599,17282.563112368316,17498.25
2022-03-31,17498.25,17603.733562336285,17359.50988952142,17464.75
2022-04-01,17464.75,17782.321875394937,17333.47673808332,17670.45
2022-04-04,17670.45,18177.182034919028,17602.50601355914,18053.4
2022-04-05,18053.4,18185.99797878087,17821.07831124554,17957.4
2022-04-06,17957.4,18033.84419694748,17758.901604680937,17807.65
2022-04-07,17807.65,17887.085559924544,17504.91010630683,17639.55
2022-04-08,17639.55,17836.39232318613,17561.848626748262,17784.35
2022-04-11,17784.35,17884.00788643736,17622.49151479793,17674.95
2022-04-12,17674.95,17720.551161517098,17440.529404879642,17530.3
2022-04-13,17530.3,17617.806676831227,17408.579350416167,17475.65
2022-04-18,17475.65,17569.05421857274,17105.036317928443,17173.65
2022-04-19,17173.65,17241.563135710272,16888.766391403296,16958.65
2022-04-20,16958.65,17234.37684478386,16840.460156682777,17136.55
2022-04-21,17136.55,17437.3129204237,17042.29422804407,17392.6
2022-04-22,17392.6,17437.404190886835,17100.80106263068,17171.95
2022-04-25,17171.95,17290.738921142216,16855.31413670484,16953.95
2022-04-26,16953.95,17276.777096234804,16843.6852387038,17200.8
2022-04-27,17200.8,17253.8156438971,16971.49541006505,17038.4
2022-04-28,17038.4,17336.872342338123,16957.074500373747,17245.05
2022-04-29,17245.05,17359.84169815266,17049.83032716864,17102.55
2022-05-02,17102.55,17164.1455159225,17010.818644372,17069.1
2022-05-04,17069.1,17167.300821917306,16573.961057720793,16677.6
2022-05-05,16677.6,16730.66176256652,16620.611154273367,16682.65
2022-05-06,16682.65,16726.78670522056,16323.598909550847,16411.25
2022-05-09,16411.25,16498.881995603522,16197.996471510705,16301.85
2022-05-10,16301.85,16389.993791877543,16191.354035180533,16240.05
2022-05-11,16240.05,16336.561240578865,16076.93691703861,16167.1
2022-05-12,16167.1,16269.316290099532,15747.348630885394,15808.0
2022-05-13,15808.0,15932.123005816982,15659.169324249428,15782.15
2022-05-16,15782.15,15926.126076044195,15701.229818885426,15842.3
2022-05-17,15842.3,16327.728178610763,15729.890381878467,16259.3
2022-05-18,16259.3,16370.595469209851,16151.28255296955,16240.3
2022-05-19,16240.3,16302.220054201374,15767.614013857275,15809.4
2022-05-20,15809.4,16345.1748598595,15712.687202610536,16266.15
2022-05-23,16266.15,16312.189301444681,16089.395089271882,16214.7
2022-05-24,16214.7,16255.689553425042,16032.123587286856,16125.15
2022-05-25,16125.15,16250.004301398094,15913.82040178895,16025.8
2022-05-26,16025.8,16284.658734095921,15906.924233597445,16170.15
2022-05-27,16170.15,16455.428827076048,16110.018006825885,16352.45
2022-05-30,16352.45,16739.54424009316,16292.678042184378,16661.4
2022-05-31,16661.4,16717.297366569215,16488.003149351567,16584.55
2022-06-01,16584.55,16638.679312822045,16445.06400436281,16522.75
2022-06-02,16522.75,16691.20901789981,16404.63760303322,16628.0
2022-06-03,16628.0,16718.81014274272,16460.910660481928,16584.3
2022-06-06,16584.3,16690.37390407746,16496.989293993618,16569.55
2022-06-07,16569.55,16669.64221474957,16355.174879995402,16416.35
2022-06-08,16416.35,16481.245545290763,16245.502765431238,16356.25
2022-06-09,16356.25,16605.759887255255,16291.344184527552,16478.1
2022-06-10,16478.1,16583.93376628356,16088.279817072107,16201.8
2022-06-13,16201.8,16288.62833436924,15699.1098264332,15774.4
2022-06-14,15774.4,15866.049490930267,15635.531974084397,15732.1
2022-06-15,15732.1,15806.633951869908,15646.093574940052,15692.15
2022-06-16,15692.15,15750.325101169055,15270.07058016129,15360.6
2022-06-17,15360.6,15427.791181701337,15218.1045896293,15293.5
2022-06-20,15293.5,15452.13544824625,15206.234283754327,15350.15
2022-06-21,15350.15,15677.593662583904,15297.90265268435,15638.8
2022-06-22,15638.8,15685.810669607581,15312.705205879489,15413.3
2022-06-23,15413.3,15597.993583205644,15300.799539924366,15556.65
2022-06-24,15556.65,15740.508905238914,15499.916947083178,15699.25
2022-06-27,15699.25,15945.89161053891,15652.767077279152,15832.05
2022-06-28,15832.05,15950.697939695374,15791.911332627311,15850.2
2022-06-29,15850.2,15930.07035056155,15704.383757177142,15799.1
2022-06-30,15799.1,15845.618146076233,15688.728864287255,15780.25
2022-07-01,15780.25,15861.421083935551,15666.02009211232,15752.05
2022-07-04,15752.05,15915.341350750408,15693.47656468851,15835.35
2022-07-05,15835.35,15888.631465195254,15738.29284603397,15810.85
2022-07-06,15810.85,16067.023846165517,15719.243356855584,15989.8
2022-07-07,15989.8,16207.621567365532,15906.20101567918,16132.9
2022-07-08,16132.9,16315.470405362608,16004.244706668493,16220.6
2022-07-11,16220.6,16317.19100039783,16164.691560646224,16216.0
2022-07-12,16216.0,16258.613950128685,15957.24817716333,16058.3
2022-07-13,16058.3,16130.115287618624,15892.178588950987,15966.65
2022-07-14,15966.65,16060.764788015353,15862.177666762369,15938.65
2022-07-15,15938.65,16132.93771287074,15835.637447660632,16049.2
2022-07-18,16049.2,16395.64567132679,15947.009397419732,16278.5
2022-07-19,16278.5,16440.042450844045,16148.575738483814,16340.55
2022-07-20,16340.55,16575.57420528603,16289.021336337202,16520.85
2022-07-21,16520.85,16651.664745479517,16471.316306169556,16605.25
2022-07-22,16605.25,16819.725703205637,16497.304258838158,16719.45
2022-07-25,16719.45,16761.83349379146,16537.21834422629,16631.0
2022-07-26,16631.0,16724.633926166098,16418.981109500557,16483.85
2022-07-27,16483.85,16769.364212337776,16436.50826497289,16641.8
2022-07-28,16641.8,17024.789306793897,16593.04806454674,16929.6
2022-07-29,16929.6,17236.727573163465,16802.500796778848,17158.25
2022-08-01,17158.25,17444.132159284327,17098.00274157766,17340.05
2022-08-02,17340.05,17431.591254556508,17267.010378532257,17345.45
2022-08-03,17345.45,17483.010252820808,17281.648081085856,17388.15
2022-08-04,17388.15,17521.508231314463,17305.728143587363,17382.0
2022-08-05,17382.0,17476.87043559038,17333.48231269662,17397.5
2022-08-08,17397.5,17661.492020200392,17304.49894144678,17525.1
2022-08-10,17525.1,17665.733944146617,17476.377411363086,17534.75
2022-08-11,17534.75,17720.74346363577,17413.220824798842,17659.0
2022-08-12,17659.0,17747.49993355967,17593.361319698208,17698.15
2022-08-16,17698.15,17878.090401186695,17601.4646546675,17825.25
2022-08-17,17825.25,17989.147271171707,17693.74658866494,17944.25
2022-08-18,17944.25,18009.092444138958,17835.704514927143,17956.5
2022-08-19,17956.5,18067.043473158104,17662.828496454338,17758.45
2022-08-22,17758.45,17807.400460044293,17416.954503496556,17490.7
2022-08-23,17490.7,17651.084047192337,17415.73528969003,17577.5
2022-08-24,17577.5,17730.49621059277,17469.24492751727,17604.95
2022-08-25,17604.95,17649.287455449874,17382.845479399835,17522.45
2022-08-26,17522.45,17681.127915578014,17415.23009835638,17558.9
2022-08-29,17558.9,17627.777411768977,17217.270688251123,17312.9
2022-08-30,17312.9,17813.674057889813,17197.612967003646,17759.3
2022-09-01,17759.3,17869.84995616948,17454.995629515044,17542.8
2022-09-02,17542.8,17646.67002503814,17491.448083778796,17539.45
2022-09-05,17539.45,17795.004892540772,17441.424910696358,17665.8
2022-09-06,17665.8,17780.85091379751,17518.544845750566,17655.6
2022-09-07,17655.6,17777.199428133055,17564.799628607187,17624.4
2022-09-08,17624.4,17869.5782319519,17512.908142517234,17798.75
2022-09-09,17798.75,17893.870352333157,17735.88336353877,17833.35
2022-09-12,17833.35,18054.79165784332,17736.482319824965,17936.35
2022-09-13,17936.35,18195.063566849658,17883.198969637942,18070.05
2022-09-14,18070.05,18213.122718921648,17915.134151835515,18003.75
2022-09-15,18003.75,18087.96433504041,17758.792127942448,17877.4
2022-09-16,17877.4,17955.996082252197,17454.65390416805,17530.85
2022-09-19,17530.85,17741.16340246564,17422.940052433667,17622.25
2022-09-20,17622.25,17893.011310014583,17500.12816196205,17816.25
2022-09-21,17816.25,17951.126350736606,17583.828817740465,17718.35
2022-09-22,17718.35,17845.409932741673,17564.322999341704,17629.8
2022-09-23,17629.8,17713.012286097324,17247.017474850727,17327.35
2022-09-26,17327.35,17439.74058516482,16960.936962997246,17016.3
2022-09-27,17016.3,17128.98150986956,16872.056682078193,17007.4
2022-09-28,17007.4,17057.596374708883,16730.622904300046,16858.6
2022-09-29,16858.6,16983.96710022303,16726.88266312848,16818.1
2022-09-30,16818.1,17183.74342100054,16696.467093663945,17094.35
2022-10-03,17094.35,17213.037028345538,16797.55380169408,16887.35
2022-10-04,16887.35,17346.718663809264,16785.56844499851,17274.3
2022-10-06,17274.3,17460.31408515324,17224.05343373773,17331.8
2022-10-07,17331.8,17411.092948741487,17199.862279276975,17314.65
2022-10-10,17314.65,17357.074770915362,17187.290914240413,17241.0
2022-10-11,17241.0,17367.869480367444,16864.223938950057,16983.55
2022-10-12,16983.55,17173.450316616243,16867.462997492617,17123.6
2022-10-13,17123.6,17194.85875834252,16905.986110050955,17014.35
2022-10-14,17014.35,17318.379567704014,16969.624247871125,17185.7
2022-10-17,17185.7,17445.50595651558,17114.764574154255,17311.8
2022-10-18,17311.8,17585.073686195217,17244.065516415347,17486.95
2022-10-19,17486.95,17616.242790825396,17409.602526710238,17512.25
2022-10-20,17512.25,17650.211738464208,17461.476144196673,17563.95
2022-10-21,17563.95,17647.343058724942,17429.544670004332,17576.3
2022-10-24,17576.3,17805.937625771778,17478.75795715474,17730.75
2022-10-25,17730.75,17839.620878954953,17583.765872690074,17656.35
2022-10-27,17656.35,17854.249724695495,17574.350368612082,17736.95
2022-10-28,17736.95,17908.33440555568,17649.71758797427,17786.8
2022-10-31,17786.8,18135.07673550521,17682.989778592393,18012.2
2022-11-01,18012.2,18198.216798844656,17916.250666870987,18145.4
